Возраст,Пол,Квалификация,Стаж,Семейное положение,Иждивенцы,Срок проживания,Иностранное гражданство,Телефон,Банковский счет,Сберегательный счет,Собственность,Плата за жилье,Кредитный рейтинг,Число кредитов,Другие кредиты,Сумма,Срок,Процентная ставка платежа,Поручители,Цель,Класс
945,30.0,0,2,1.0,замужем/живет раздельно/разведена,1,1,1,0,1,3,автомобиль,собственность,4,2,нет,8358,48,1,нет,автомобиль (новый),1
946,30.0,1,2,1.0,никогда не состоял(а),2,4,1,1,-1,3,неизвестно/нет собственности,бесплатно,3,1,нет,3349,24,4,нет,мебель/оборудование,0
947,38.0,1,3,0.0,никогда не состоял(а),1,4,1,1,0,0,неизвестно/нет собственности,собственность,2,1,нет,2859,12,4,нет,автомобиль (новый),1
948,43.0,1,1,1.0,женат/овдовел,2,1,1,0,0,1,страхование жизни/сберегательный договор,собственность,2,1,нет,1533,18,4,созаемщик,мебель/оборудование,0
949,31.0,1,2,,никогда не состоял(а),1,4,1,0,0,2,автомобиль,собственность,2,2,нет,3621,24,2,нет,радио/телевидение,0
950,40.0,1,0,,женат/овдовел,2,3,1,1,1,1,автомобиль,собственность,0,3,нет,3590,18,3,нет,бизнес,1
951,24.0,1,2,3.0,никогда не состоял(а),1,1,1,1,-1,1,автомобиль,собственность,1,2,нет,2145,36,2,нет,бизнес,0
952,28.0,0,2,1.0,замужем/живет раздельно/разведена,1,4,1,0,1,3,автомобиль,аренда,2,1,нет,4113,24,3,нет,автомобиль (б/у),0
953,26.0,0,3,,замужем/живет раздельно/разведена,1,2,1,1,0,1,автомобиль,собственность,2,2,нет,10974,36,4,нет,мебель/оборудование,0
954,29.0,0,2,2.0,замужем/живет раздельно/разведена,1,4,1,1,-1,1,страхование жизни/сберегательный договор,собственность,2,1,нет,1893,12,4,поручитель,автомобиль (новый),1
955,57.0,0,3,4.0,замужем/живет раздельно/разведена,1,4,1,1,-1,4,страхование жизни/сберегательный договор,аренда,0,2,нет,1231,24,4,нет,радио/телевидение,1
956,49.0,1,1,4.0,никогда не состоял(а),1,4,1,0,2,0,страхование жизни/сберегательный договор,собственность,0,2,магазин,3656,30,4,нет,радио/телевидение,1
957,37.0,1,1,4.0,никогда не состоял(а),1,4,1,0,1,1,недвижимость,собственность,0,3,нет,1154,9,2,нет,радио/телевидение,1
958,45.0,1,1,2.0,никогда не состоял(а),1,2,1,0,-1,1,автомобиль,собственность,2,1,нет,4006,28,3,нет,автомобиль (новый),0
959,30.0,1,2,,никогда не состоял(а),1,4,1,0,1,2,неизвестно/нет собственности,бесплатно,2,1,нет,3069,24,4,нет,мебель/оборудование,1
960,30.0,1,2,4.0,женат/овдовел,1,2,1,0,0,1,недвижимость,аренда,0,2,нет,1740,6,2,нет,радио/телевидение,1
961,47.0,1,2,2.0,живет раздельно/разведен,1,4,1,0,1,1,страхование жизни/сберегательный договор,собственность,1,2,нет,2353,21,1,нет,автомобиль (новый),1
962,29.0,1,2,2.0,никогда не состоял(а),1,2,1,0,0,0,неизвестно/нет собственности,собственность,2,1,нет,3556,15,3,нет,автомобиль (новый),1
963,35.0,1,2,4.0,никогда не состоял(а),1,2,1,1,0,3,автомобиль,собственность,2,2,банк,2397,24,3,нет,радио/телевидение,0
964,22.0,1,1,1.0,женат/овдовел,1,1,1,0,1,1,страхование жизни/сберегательный договор,собственность,2,1,нет,454,6,3,нет,ремонт,1
965,26.0,0,2,2.0,замужем/живет раздельно/разведена,1,1,1,0,1,0,автомобиль,собственность,2,1,нет,1715,30,4,нет,радио/телевидение,1
966,23.0,1,1,2.0,никогда не состоял(а),1,2,1,0,1,3,страхование жизни/сберегательный договор,собственность,0,2,нет,2520,27,4,нет,радио/телевидение,0
967,54.0,0,3,4.0,замужем/живет раздельно/разведена,1,2,1,1,0,1,автомобиль,аренда,2,1,банк,3568,15,4,нет,радио/телевидение,1
968,29.0,1,2,3.0,женат/овдовел,1,4,1,1,0,0,страхование жизни/сберегательный договор,аренда,2,1,нет,7166,42,2,нет,радио/телевидение,1
969,40.0,1,1,,никогда не состоял(а),2,2,1,0,-1,1,недвижимость,собственность,0,2,нет,3939,11,1,нет,автомобиль (новый),1
970,22.0,1,2,2.0,никогда не состоял(а),1,2,1,0,1,2,недвижимость,собственность,2,1,нет,1514,15,4,поручитель,ремонт,1
971,43.0,1,1,2.0,никогда не состоял(а),2,4,1,0,0,1,страхование жизни/сберегательный договор,собственность,2,1,нет,7393,24,1,нет,автомобиль (новый),1
972,29.0,0,0,0.0,замужем/живет раздельно/разведена,1,4,1,0,-1,1,неизвестно/нет собственности,аренда,3,2,нет,1193,24,1,созаемщик,автомобиль (новый),0
973,36.0,1,2,4.0,никогда не состоял(а),1,4,1,0,-1,1,неизвестно/нет собственности,аренда,2,1,нет,7297,60,4,созаемщик,бизнес,0
974,33.0,0,2,2.0,замужем/живет раздельно/разведена,1,2,1,1,0,1,автомобиль,собственность,0,1,нет,2831,30,4,нет,радио/телевидение,1
975,57.0,0,1,2.0,замужем/живет раздельно/разведена,1,3,1,0,2,3,автомобиль,собственность,2,1,нет,1258,24,3,нет,радио/телевидение,1
976,64.0,0,2,2.0,замужем/живет раздельно/разведена,1,3,1,0,1,1,недвижимость,собственность,2,1,нет,753,6,2,поручитель,радио/телевидение,1
977,42.0,1,2,4.0,никогда не состоял(а),1,2,1,0,1,0,страхование жизни/сберегательный договор,собственность,1,2,нет,2427,18,4,нет,бизнес,1
978,47.0,1,1,4.0,никогда не состоял(а),2,4,1,0,0,1,автомобиль,собственность,1,2,нет,2538,24,4,нет,автомобиль (новый),0
979,25.0,1,2,2.0,женат/овдовел,1,2,1,0,1,2,страхование жизни/сберегательный договор,аренда,3,1,нет,1264,15,2,нет,автомобиль (новый),0
980,49.0,1,2,3.0,никогда не состоял(а),1,2,1,0,1,1,страхование жизни/сберегательный договор,собственность,0,1,нет,8386,30,2,нет,мебель/оборудование,0
981,33.0,1,3,0.0,никогда не состоял(а),1,2,1,1,0,1,автомобиль,аренда,2,1,банк,4844,48,3,нет,бизнес,0
982,28.0,0,3,2.0,замужем/живет раздельно/разведена,1,1,1,1,2,2,автомобиль,собственность,2,1,банк,2923,21,1,нет,автомобиль (новый),1
983,26.0,1,2,2.0,никогда не состоял(а),2,2,1,0,-1,1,страхование жизни/сберегательный договор,собственность,2,1,нет,8229,36,2,нет,автомобиль (б/у),0
984,30.0,1,1,3.0,никогда не состоял(а),1,2,1,0,0,1,страхование жизни/сберегательный договор,собственность,0,2,нет,2028,24,2,нет,мебель/оборудование,1
985,25.0,0,2,2.0,замужем/живет раздельно/разведена,1,3,1,0,-1,1,страхование жизни/сберегательный договор,аренда,0,2,нет,1433,15,4,нет,мебель/оборудование,1
986,33.0,1,2,1.0,живет раздельно/разведен,1,1,1,0,2,1,страхование жизни/сберегательный договор,собственность,4,2,нет,6289,42,2,нет,бизнес,1
987,64.0,0,2,0.0,замужем/живет раздельно/разведена,1,4,1,0,0,2,недвижимость,собственность,2,1,нет,1409,13,2,нет,радио/телевидение,1
988,29.0,1,3,0.0,никогда не состоял(а),1,2,1,1,-1,1,неизвестно/нет собственности,бесплатно,2,1,нет,6579,24,4,нет,автомобиль (б/у),1
989,48.0,1,1,4.0,никогда не состоял(а),1,2,1,0,1,1,страхование жизни/сберегательный договор,собственность,0,2,нет,1743,24,4,нет,радио/телевидение,1
